id;dispatch_time;task;participant;compiler;verdict;points;execution_time;memory
129124757;2024-12-05 12:00:03;A. Пути;member71;Python 3.12.3;RE1;0;0;0
129124748;2024-12-05 11:59:58;С. Название маршрута;member89;Python 3.12.3;WA1;0;0;0
129124681;2024-12-05 11:59:25;D. Ремонт путей;member101;Python 3.12.3;IG;100;47;4.6
129124662;2024-12-05 11:59:14;D. Ремонт путей;member117;Python 3.12.3;IG1;0;0;0
129124649;2024-12-05 11:59:09;С. Название маршрута;member71;Python 3.12.3;CE;;0;0
129124598;2024-12-05 11:58:40;D. Ремонт путей;member4;C# (.NET 8.0);CE;;0;0
129124523;2024-12-05 11:58:02;D. Ремонт путей;member4;C# (.NET 8.0);CE;;0;0
129124492;2024-12-05 11:57:52;С. Название маршрута;member113;Python 3.12.3;CE;;0;0
129124465;2024-12-05 11:57:39;A. Пути;member107;Python 3.12.3;IG;100;35;4.4
129124461;2024-12-05 11:57:38;С. Название маршрута;member101;Python 3.12.3;IG1;0;0;0
129124398;2024-12-05 11:57:14;С. Название маршрута;member117;Python 3.12.3;IG1;0;0;0
129124244;2024-12-05 11:56:04;E. Электричка;member115;C# (.NET 8.0);CE;;0;0
129124239;2024-12-05 11:56:01;D. Ремонт путей;member193;C# (.NET 8.0);CE;;0;0
129124236;2024-12-05 11:55:59;D. Ремонт путей;member115;C# (.NET 8.0);CE;;0;0
129124228;2024-12-05 11:55:55;B. Тележка;member156;Python 3.12.3;IG1;7;36;4.4
129124225;2024-12-05 11:55:54;С. Название маршрута;member115;C# (.NET 8.0);CE;;0;0
129124211;2024-12-05 11:55:48;С. Название маршрута;member193;C# (.NET 8.0);CE;;0;0
129124209;2024-12-05 11:55:48;B. Тележка;member115;C# (.NET 8.0);CE;;0;0
129124202;2024-12-05 11:55:42;С. Название маршрута;member89;Python 3.12.3;WA1;0;0;0
129124186;2024-12-05 11:55:37;A. Пути;member115;C# (.NET 8.0);CE;;0;0
129124176;2024-12-05 11:55:35;D. Ремонт путей;member114;Python 3.12.3;OK;100;35;4.4
129124168;2024-12-05 11:55:30;E. Электричка;member112;Python 3.12.3;RE1;0;0;0
129124141;2024-12-05 11:55:21;С. Название маршрута;member107;Python 3.12.3;IG2;73;35;4.4
129124132;2024-12-05 11:55:17;B. Тележка;member193;C# (.NET 8.0);CE;;0;0
129124125;2024-12-05 11:55:12;С. Название маршрута;member101;Python 3.12.3;IG1;0;0;0
129124120;2024-12-05 11:55:10;С. Название маршрута;member195;C# (.NET 8.0);RE1;0;0;0
129124052;2024-12-05 11:54:38;B. Тележка;member152;Python 3.12.3;IG;;0;0
129124046;2024-12-05 11:54:35;A. Пути;member117;Python 3.12.3;IG;100;35;4.4
129124035;2024-12-05 11:54:32;С. Название маршрута;member89;Python 3.12.3;WA1;0;0;0
129123976;2024-12-05 11:54:02;B. Тележка;member156;Python 3.12.3;IG1;7;35;4.4
129123973;2024-12-05 11:53:59;С. Название маршрута;member8;C# (.NET 8.0);CE;;0;0
129123941;2024-12-05 11:53:43;С. Название маршрута;member195;C# (.NET 8.0);RE1;0;0;0
129123904;2024-12-05 11:53:24;С. Название маршрута;member89;C# (.NET 8.0);CE;;0;0
129123903;2024-12-05 11:53:24;B. Тележка;member156;Python 3.12.3;IG1;7;35;4.4
129123891;2024-12-05 11:53:21;С. Название маршрута;member195;C# (.NET 8.0);CE;;0;0
129123889;2024-12-05 11:53:20;A. Пути;member101;Python 3.12.3;IG;100;46;4.6
129123859;2024-12-05 11:53:05;B. Тележка;member117;Python 3.12.3;IG2;47;35;4.4
129123834;2024-12-05 11:52:54;B. Тележка;member156;Python 3.12.3;IG1;7;37;4.3
129123805;2024-12-05 11:52:39;С. Название маршрута;member111;Python 3.12.3;WA2;65;35;4.4
129123794;2024-12-05 11:52:36;С. Название маршрута;member195;C# (.NET 8.0);CE;;0;0
129123745;2024-12-05 11:52:10;С. Название маршрута;member195;C# (.NET 8.0);CE;;0;0
129123707;2024-12-05 11:51:55;С. Название маршрута;member195;C# (.NET 8.0);CE;;0;0
129123693;2024-12-05 11:51:48;A. Пути;member193;C# (.NET 8.0);CE;;0;0
129123671;2024-12-05 11:51:38;D. Ремонт путей;member109;C++20 (GCC 14.1);IG26;85;2;2.0
129123585;2024-12-05 11:50:57;B. Тележка;member92;C++20 (GCC 14.1);WA2;55;2;2.0
129123554;2024-12-05 11:50:45;С. Название маршрута;member111;C++20 (GCC 14.1);CE;;0;0
129123550;2024-12-05 11:50:44;B. Тележка;member101;Python 3.12.3;IG2;47;35;4.4
129123438;2024-12-05 11:49:47;A. Пути;member4;C# (.NET 8.0);CE;;0;0
129123402;2024-12-05 11:49:33;A. Пути;member75;Python 3.12.3;RE1;0;0;0
129123364;2024-12-05 11:49:17;A. Пути;member4;C# (.NET 8.0);CE;;0;0
129123351;2024-12-05 11:49:10;D. Ремонт путей;member68;C# (.NET 8.0);CE;;0;0
129123323;2024-12-05 11:48:58;A. Пути;member4;C# (.NET 8.0);CE;;0;0
129123304;2024-12-05 11:48:49;D. Ремонт путей;member112;Python 3.12.3;IG;100;35;4.4
129123273;2024-12-05 11:48:35;B. Тележка;member152;Python 3.12.3;IG;;0;0
129123259;2024-12-05 11:48:29;A. Пути;member4;C# (.NET 8.0);CE;;0;0
129123223;2024-12-05 11:48:11;B. Тележка;member101;Python 3.12.3;IG1;0;0;0
129123216;2024-12-05 11:48:09;С. Название маршрута;member156;Python 3.12.3;IG;;0;0
129123212;2024-12-05 11:48:06;A. Пути;member93;Python 3.12.3;OK;100;35;4.4
129123190;2024-12-05 11:47:56;A. Пути;member4;C# (.NET 8.0);CE;;0;0
129123166;2024-12-05 11:47:43;A. Пути;member4;C# (.NET 8.0);CE;;0;0
129123100;2024-12-05 11:47:21;E. Электричка;member9;C# (.NET 8.0);CE;;0;0
129123080;2024-12-05 11:47:13;E. Электричка;member68;C# (.NET 8.0);CE;;0;0
129123072;2024-12-05 11:47:11;A. Пути;member4;C# (.NET 8.0);CE;;0;0
129123045;2024-12-05 11:47:03;A. Пути;member70;C# (.NET 8.0);CE;;0;0
129123036;2024-12-05 11:46:58;С. Название маршрута;member156;Python 3.12.3;IG2;73;36;4.4
129123015;2024-12-05 11:46:51;D. Ремонт путей;member134;C++20 (GCC 14.1);OK;100;2;1.9
129123006;2024-12-05 11:46:48;E. Электричка;member9;Python 3.12.3;CE;;0;0
129123002;2024-12-05 11:46:48;С. Название маршрута;member117;Python 3.12.3;IG1;0;0;0
129123001;2024-12-05 11:46:47;B. Тележка;member8;C# (.NET 8.0);CE;;0;0
129122981;2024-12-05 11:46:40;A. Пути;member4;C# (.NET 8.0);CE;;0;0
129122947;2024-12-05 11:46:26;B. Тележка;member71;Python 3.12.3;RE1;0;0;0
129122927;2024-12-05 11:46:15;A. Пути;member152;Python 3.12.3;WA2;73;35;4.4
129122907;2024-12-05 11:46:04;B. Тележка;member101;Python 3.12.3;IG1;0;0;0
129122883;2024-12-05 11:45:57;A. Пути;member93;Python 3.12.3;PE1;50;36;4.4
129122870;2024-12-05 11:45:49;E. Электричка;member9;Python 3.12.3;CE;;0;0
129122775;2024-12-05 11:45:08;D. Ремонт путей;member124;C++20 (GCC 14.1);WA1;94;2;2.1
129122764;2024-12-05 11:45:02;E. Электричка;member145;Python 3.12.3;IG3;36;35;4.4
129122754;2024-12-05 11:44:58;С. Название маршрута;member133;Python 3.12.3;WA7;61;36;4.4
129122740;2024-12-05 11:44:52;A. Пути;member4;C# (.NET 8.0);CE;;0;0
129122730;2024-12-05 11:44:49;С. Название маршрута;member195;C# (.NET 8.0);WA1;0;0;0
129122703;2024-12-05 11:44:39;A. Пути;member4;C# (.NET 8.0);CE;;0;0
129122691;2024-12-05 11:44:35;E. Электричка;member145;C# (.NET 8.0);IG;;0;0
129122676;2024-12-05 11:44:28;E. Электричка;member193;C# (.NET 8.0);CE;;0;0
129122650;2024-12-05 11:44:17;A. Пути;member4;C# (.NET 8.0);CE;;0;0
129122646;2024-12-05 11:44:16;С. Название маршрута;member113;C# (.NET 8.0);CE;;0;0
129122636;2024-12-05 11:44:14;B. Тележка;member89;C# (.NET 8.0);CE;;0;0
129122610;2024-12-05 11:44:01;E. Электричка;member193;C# (.NET 8.0);CE;;0;0
129122589;2024-12-05 11:43:51;B. Тележка;member79;C# (.NET 8.0);CE;;0;0
129122545;2024-12-05 11:43:37;E. Электричка;member18;C# (.NET 8.0);CE;;0;0
129122530;2024-12-05 11:43:32;A. Пути;member73;C# (.NET 8.0);CE;;0;0
129122511;2024-12-05 11:43:24;D. Ремонт путей;member152;Python 3.12.3;RE1;0;0;0
129122492;2024-12-05 11:43:18;D. Ремонт путей;member100;Python 3.12.3;IG;100;46;4.6
129122461;2024-12-05 11:43:06;С. Название маршрута;member11;Python 3.12.3;RE1;0;0;0
129122460;2024-12-05 11:43:06;E. Электричка;member9;C# (.NET 8.0);CE;;0;0
129122451;2024-12-05 11:43:02;E. Электричка;member156;Python 3.12.3;CE;;0;0
129122444;2024-12-05 11:42:56;D. Ремонт путей;member145;C# (.NET 8.0);CE;;0;0
129122434;2024-12-05 11:42:54;A. Пути;member89;C# (.NET 8.0);CE;;0;0
129122390;2024-12-05 11:42:37;B. Тележка;member71;Python 3.12.3;RE1;0;0;0
129122386;2024-12-05 11:42:35;С. Название маршрута;member195;C# (.NET 8.0);WA1;0;0;0
129122373;2024-12-05 11:42:30;B. Тележка;member69;C# (.NET 8.0);CE;;0;0
129122366;2024-12-05 11:42:29;A. Пути;member107;Python 3.12.3;PE1;0;0;0
129122340;2024-12-05 11:42:17;E. Электричка;member18;C# (.NET 8.0);CE;;0;0
129122279;2024-12-05 11:41:52;E. Электричка;member156;Python 3.12.3;IG1;0;0;0
129122255;2024-12-05 11:41:43;С. Название маршрута;member136;Python 3.12.3;WA28;92;35;4.4
129122254;2024-12-05 11:41:43;B. Тележка;member89;C# (.NET 8.0);CE;;0;0
129122244;2024-12-05 11:41:38;С. Название маршрута;member195;C# (.NET 8.0);WA1;0;0;0
129122239;2024-12-05 11:41:37;E. Электричка;member1;Python 3.12.3;WA1;0;0;0
129122219;2024-12-05 11:41:24;E. Электричка;member142;C++20 (GCC 14.1);CE;;0;0
129122215;2024-12-05 11:41:21;A. Пути;member93;Python 3.12.3;PE1;50;35;4.4
129122214;2024-12-05 11:41:20;E. Электричка;member76;C# (.NET 8.0);CE;;0;0
129122208;2024-12-05 11:41:17;E. Электричка;member152;Python 3.12.3;CE;;0;0
129122189;2024-12-05 11:41:09;С. Название маршрута;member195;C# (.NET 8.0);CE;;0;0
129122170;2024-12-05 11:41:03;D. Ремонт путей;member1;Python 3.12.3;WA1;0;0;0
129122151;2024-12-05 11:40:56;E. Электричка;member23;C# (.NET 8.0);CE;;0;0
129122143;2024-12-05 11:40:53;E. Электричка;member76;C# (.NET 8.0);CE;;0;0
129122110;2024-12-05 11:40:39;E. Электричка;member76;C# (.NET 8.0);CE;;0;0
129122104;2024-12-05 11:40:36;A. Пути;member89;C# (.NET 8.0);CE;;0;0
129122095;2024-12-05 11:40:32;С. Название маршрута;member145;Python 3.12.3;IG2;73;35;4.4
129122075;2024-12-05 11:40:25;D. Ремонт путей;member18;C# (.NET 8.0);CE;;0;0
129122032;2024-12-05 11:40:09;E. Электричка;member156;Python 3.12.3;IG1;0;0;0
129122017;2024-12-05 11:40:05;E. Электричка;member142;C# (.NET 8.0);IG3;22;58;5.8
129122011;2024-12-05 11:40:03;D. Ремонт путей;member23;C# (.NET 8.0);CE;;0;0
129122002;2024-12-05 11:40:00;E. Электричка;member171;Python 3.12.3;IG3;29;1090.0;4.4
129122000;2024-12-05 11:39:58;A. Пути;member79;C# (.NET 8.0);CE;;0;0
129121991;2024-12-05 11:39:54;E. Электричка;member70;C# (.NET 8.0);CE;;0;0
129121990;2024-12-05 11:39:54;A. Пути;member93;C# (.NET 8.0);CE;;0;0
129121978;2024-12-05 11:39:50;С. Название маршрута;member195;C# (.NET 8.0);WA1;0;0;0
129121950;2024-12-05 11:39:38;С. Название маршрута;member112;Python 3.12.3;IG;100;35;4.4
129121943;2024-12-05 11:39:34;B. Тележка;member111;Python 3.12.3;IG3;61;35;4.4
129121911;2024-12-05 11:39:15;С. Название маршрута;member11;Python 3.12.3;RE1;0;0;0
129121901;2024-12-05 11:39:12;B. Тележка;member111;C# (.NET 8.0);CE;;0;0
129121886;2024-12-05 11:39:07;B. Тележка;member121;C++20 (GCC 14.1);OK;100;3;2.0
129121884;2024-12-05 11:39:05;E. Электричка;member156;Python 3.12.3;IG1;0;0;0
129121875;2024-12-05 11:38:59;D. Ремонт путей;member9;C# (.NET 8.0);CE;;0;0
129121874;2024-12-05 11:38:58;A. Пути;member103;Python 3.12.3;CE;;0;0
129121868;2024-12-05 11:38:56;E. Электричка;member10;Python 3.12.3;CE;;0;0
129121859;2024-12-05 11:38:53;D. Ремонт путей;member70;C# (.NET 8.0);CE;;0;0
129121850;2024-12-05 11:38:47;B. Тележка;member145;Python 3.12.3;IG1;31;35;4.4
129121834;2024-12-05 11:38:39;E. Электричка;member76;C# (.NET 8.0);CE;;0;0
129121833;2024-12-05 11:38:38;B. Тележка;member121;C# (.NET 8.0);CE;;0;0
129121831;2024-12-05 11:38:37;A. Пути;member4;C# (.NET 8.0);CE;;0;0
129121816;2024-12-05 11:38:30;E. Электричка;member183;C# (.NET 8.0);CE;;0;0
129121783;2024-12-05 11:38:18;B. Тележка;member70;C# (.NET 8.0);CE;;0;0
129121772;2024-12-05 11:38:13;С. Название маршрута;member195;C# (.NET 8.0);CE;;0;0
129121748;2024-12-05 11:38:01;E. Электричка;member156;Python 3.12.3;IG1;0;0;0
129121727;2024-12-05 11:37:50;B. Тележка;member117;Python 3.12.3;IG1;4;36;4.4
129121710;2024-12-05 11:37:43;E. Электричка;member16;C# (.NET 8.0);CE;;0;0
129121688;2024-12-05 11:37:36;D. Ремонт путей;member152;Python 3.12.3;IG;100;35;4.4
129121686;2024-12-05 11:37:36;A. Пути;member8;C# (.NET 8.0);CE;;0;0
129121681;2024-12-05 11:37:33;С. Название маршрута;member105;Python 3.12.3;WA28;92;37;4.8
129121668;2024-12-05 11:37:28;D. Ремонт путей;member76;C# (.NET 8.0);CE;;0;0
129121662;2024-12-05 11:37:26;С. Название маршрута;member162;C++20 (GCC 14.1);CE;;0;0
129121644;2024-12-05 11:37:17;B. Тележка;member145;Python 3.12.3;IG1;0;0;0
129121639;2024-12-05 11:37:16;B. Тележка;member183;C# (.NET 8.0);CE;;0;0
129121635;2024-12-05 11:37:15;D. Ремонт путей;member152;Python 3.12.3;CE;;0;0
129121627;2024-12-05 11:37:11;С. Название маршрута;member195;C# (.NET 8.0);CE;;0;0
129121604;2024-12-05 11:36:59;С. Название маршрута;member70;C# (.NET 8.0);CE;;0;0
129121601;2024-12-05 11:36:59;A. Пути;member103;Python 3.12.3;IG5;16;35;4.4
129121582;2024-12-05 11:36:47;С. Название маршрута;member79;C# (.NET 8.0);CE;;0;0
129121558;2024-12-05 11:36:35;B. Тележка;member18;C# (.NET 8.0);CE;;0;0
129121554;2024-12-05 11:36:34;B. Тележка;member152;Python 3.12.3;IG;;0;0
129121538;2024-12-05 11:36:29;B. Тележка;member101;Python 3.12.3;IG1;4;35;4.4
129121517;2024-12-05 11:36:20;D. Ремонт путей;member10;Python 3.12.3;CE;;0;0
129121493;2024-12-05 11:36:11;С. Название маршрута;member147;Python 3.12.3;IG2;73;35;4.3
129121482;2024-12-05 11:36:06;D. Ремонт путей;member9;C# (.NET 8.0);CE;;0;0
129121472;2024-12-05 11:36:03;E. Электричка;member163;C# (.NET 8.0);CE;;0;0
129121441;2024-12-05 11:35:53;E. Электричка;member21;C# (.NET 8.0);CE;;0;0
129121405;2024-12-05 11:35:33;С. Название маршрута;member4;C# (.NET 8.0);CE;;0;0
129121400;2024-12-05 11:35:31;С. Название маршрута;member195;C# (.NET 8.0);CE;;0;0
129121397;2024-12-05 11:35:29;D. Ремонт путей;member10;Python 3.12.3;CE;;0;0
129121390;2024-12-05 11:35:26;A. Пути;member145;Python 3.12.3;IG1;0;0;0
129121366;2024-12-05 11:35:19;B. Тележка;member68;C# (.NET 8.0);CE;;0;0
129121336;2024-12-05 11:35:07;A. Пути;member145;C# (.NET 8.0);IG;;0;0
129121334;2024-12-05 11:35:06;С. Название маршрута;member147;Python 3.12.3;IG1;0;0;0
129121332;2024-12-05 11:35:06;E. Электричка;member128;Python 3.12.3;WA1;0;0;0
129121325;2024-12-05 11:35:02;A. Пути;member23;C# (.NET 8.0);CE;;0;0
129121318;2024-12-05 11:35:00;B. Тележка;member103;Python 3.12.3;IG1;45;36;4.3
129121298;2024-12-05 11:34:52;С. Название маршрута;member128;Python 3.12.3;WA1;0;0;0
129121283;2024-12-05 11:34:48;С. Название маршрута;member147;Python 3.12.3;CE;;0;0
129121275;2024-12-05 11:34:46;С. Название маршрута;member10;Python 3.12.3;CE;;0;0
129121268;2024-12-05 11:34:44;D. Ремонт путей;member128;Python 3.12.3;WA1;0;0;0
129121250;2024-12-05 11:34:38;С. Название маршрута;member76;C# (.NET 8.0);CE;;0;0
129121226;2024-12-05 11:34:30;С. Название маршрута;member113;C# (.NET 8.0);CE;;0;0
129121205;2024-12-05 11:34:19;E. Электричка;member171;Python 3.12.3;IG;;0;0
129121181;2024-12-05 11:34:08;D. Ремонт путей;member145;C# (.NET 8.0);CE;;0;0
129121173;2024-12-05 11:34:05;С. Название маршрута;member195;C# (.NET 8.0);CE;;0;0
129121171;2024-12-05 11:34:05;E. Электричка;member104;Python 3.12.3;CE;;0;0
129121169;2024-12-05 11:34:04;С. Название маршрута;member109;C++20 (GCC 14.1);IG1;0;0;0
129121161;2024-12-05 11:34:01;A. Пути;member183;C# (.NET 8.0);CE;;0;0
129121120;2024-12-05 11:33:39;С. Название маршрута;member9;C# (.NET 8.0);CE;;0;0
129121104;2024-12-05 11:33:34;E. Электричка;member23;C# (.NET 8.0);CE;;0;0
129121062;2024-12-05 11:33:16;B. Тележка;member147;Python 3.12.3;IG1;21;35;4.4
129121061;2024-12-05 11:33:15;E. Электричка;member183;C# (.NET 8.0);CE;;0;0
129121040;2024-12-05 11:33:09;B. Тележка;member128;Python 3.12.3;IG1;4;35;4.3
129121032;2024-12-05 11:33:06;D. Ремонт путей;member145;C# (.NET 8.0);CE;;0;0
129121030;2024-12-05 11:33:02;E. Электричка;member23;C# (.NET 8.0);CE;;0;0
129121027;2024-12-05 11:33:01;E. Электричка;member22;C# (.NET 8.0);CE;;0;0
129121025;2024-12-05 11:33:00;E. Электричка;member171;Python 3.12.3;IG2;15;1090.0;4.3
129121006;2024-12-05 11:32:54;A. Пути;member61;C# (.NET 8.0);CE;;0;0
129120996;2024-12-05 11:32:50;A. Пути;member103;Python 3.12.3;IG;;0;0
129120993;2024-12-05 11:32:49;A. Пути;member116;Python 3.12.3;CE;;0;0
129120946;2024-12-05 11:32:25;A. Пути;member10;Python 3.12.3;PE1;0;0;0
129120929;2024-12-05 11:32:19;B. Тележка;member128;Python 3.12.3;IG1;4;36;4.4
129120921;2024-12-05 11:32:15;B. Тележка;member92;C++20 (GCC 14.1);WA2;59;2;2.0
129120915;2024-12-05 11:32:12;E. Электричка;member63;C# (.NET 8.0);CE;;0;0
129120908;2024-12-05 11:32:09;A. Пути;member103;Python 3.12.3;IG5;16;35;4.3
129120892;2024-12-05 11:32:00;С. Название маршрута;member162;C++20 (GCC 14.1);CE;;0;0
129120891;2024-12-05 11:32:00;A. Пути;member166;C# (.NET 8.0);CE;;0;0
129120887;2024-12-05 11:31:57;E. Электричка;member79;C# (.NET 8.0);CE;;0;0
129120885;2024-12-05 11:31:56;С. Название маршрута;member18;C# (.NET 8.0);CE;;0;0
129120884;2024-12-05 11:31:56;С. Название маршрута;member9;Python 3.12.3;RE1;0;0;0
129120878;2024-12-05 11:31:55;D. Ремонт путей;member23;C# (.NET 8.0);CE;;0;0
129120848;2024-12-05 11:31:45;E. Электричка;member21;C# (.NET 8.0);CE;;0;0
129120843;2024-12-05 11:31:43;С. Название маршрута;member131;Python 3.12.3;IG1;0;0;0
129120838;2024-12-05 11:31:42;B. Тележка;member125;C# (.NET 8.0);CE;;0;0
129120825;2024-12-05 11:31:37;A. Пути;member116;Python 3.12.3;RE1;0;0;0
129120799;2024-12-05 11:31:24;E. Электричка;member171;Python 3.12.3;IG;;0;0
129120792;2024-12-05 11:31:21;С. Название маршрута;member69;C# (.NET 8.0);CE;;0;0
129120791;2024-12-05 11:31:21;B. Тележка;member59;Python 3.12.3;CE;;0;0
129120773;2024-12-05 11:31:12;E. Электричка;member140;C# (.NET 8.0);CE;;0;0
129120750;2024-12-05 11:31:04;B. Тележка;member151;Python 3.12.3;CE;;0;0
129120749;2024-12-05 11:31:04;E. Электричка;member152;Python 3.12.3;CE;;0;0
129120744;2024-12-05 11:31:02;D. Ремонт путей;member63;C# (.NET 8.0);CE;;0;0
129120700;2024-12-05 11:30:45;A. Пути;member11;Python 3.12.3;PE1;0;0;0
129120693;2024-12-05 11:30:43;A. Пути;member145;C# (.NET 8.0);IG;;0;0
129120673;2024-12-05 11:30:36;E. Электричка;member166;C# (.NET 8.0);CE;;0;0
129120668;2024-12-05 11:30:31;D. Ремонт путей;member163;C# (.NET 8.0);CE;;0;0
129120652;2024-12-05 11:30:24;A. Пути;member112;Python 3.12.3;IG2;73;36;4.4
129120645;2024-12-05 11:30:22;E. Электричка;member72;Python 3.12.3;CE;;0;0
129120640;2024-12-05 11:30:20;E. Электричка;member104;Python 3.12.3;CE;;0;0
129120574;2024-12-05 11:29:55;D. Ремонт путей;member174;C# (.NET 8.0);CE;;0;0
129120554;2024-12-05 11:29:45;С. Название маршрута;member162;C++20 (GCC 14.1);CE;;0;0
129120546;2024-12-05 11:29:41;D. Ремонт путей;member140;C# (.NET 8.0);CE;;0;0
129120514;2024-12-05 11:29:30;С. Название маршрута;member20;C# (.NET 8.0);CE;;0;0
129120508;2024-12-05 11:29:28;С. Название маршрута;member195;C# (.NET 8.0);CE;;0;0
129120494;2024-12-05 11:29:22;E. Электричка;member171;Python 3.12.3;IG3;29;1090.0;4.4
129120490;2024-12-05 11:29:21;С. Название маршрута;member71;Python 3.12.3;RE1;0;0;0
129120483;2024-12-05 11:29:19;A. Пути;member10;C# (.NET 8.0);CE;;0;0
129120479;2024-12-05 11:29:18;A. Пути;member11;Python 3.12.3;PE1;0;0;0
129120464;2024-12-05 11:29:10;E. Электричка;member35;C# (.NET 8.0);CE;;0;0
129120457;2024-12-05 11:29:07;E. Электричка;member82;C# (.NET 8.0);CE;;0;0
129120451;2024-12-05 11:29:06;С. Название маршрута;member162;C++20 (GCC 14.1);CE;;0;0
129120429;2024-12-05 11:28:54;A. Пути;member116;Python 3.12.3;RE1;0;0;0
129120421;2024-12-05 11:28:52;D. Ремонт путей;member166;C# (.NET 8.0);CE;;0;0
129120416;2024-12-05 11:28:51;E. Электричка;member159;Python 3.12.3;CE;;0;0
129120402;2024-12-05 11:28:44;B. Тележка;member111;Java 21 (Temurin JDK);CE;;0;0
129120400;2024-12-05 11:28:43;С. Название маршрута;member162;C++20 (GCC 14.1);CE;;0;0
129120375;2024-12-05 11:28:30;B. Тележка;member118;Python 3.12.3;IG1;4;35;4.4
129120319;2024-12-05 11:28:06;E. Электричка;member61;C# (.NET 8.0);CE;;0;0
129120312;2024-12-05 11:28:04;B. Тележка;member14;C# (.NET 8.0);CE;;0;0
129120305;2024-12-05 11:28:03;A. Пути;member156;Python 3.12.3;IG2;73;35;4.4
129120303;2024-12-05 11:28:03;A. Пути;member10;C# (.NET 8.0);CE;;0;0
129120298;2024-12-05 11:28:01;B. Тележка;member111;C++20 (GCC 14.1);CE;;0;0
129120293;2024-12-05 11:27:58;B. Тележка;member68;C# (.NET 8.0);CE;;0;0
129120291;2024-12-05 11:27:58;С. Название маршрута;member23;C# (.NET 8.0);CE;;0;0
129120284;2024-12-05 11:27:55;B. Тележка;member9;Python 3.12.3;WA1;0;0;0
129120280;2024-12-05 11:27:51;E. Электричка;member184;C# (.NET 8.0);CE;;0;0
129120276;2024-12-05 11:27:49;B. Тележка;member14;C# (.NET 8.0);CE;;0;0
129120273;2024-12-05 11:27:48;A. Пути;member13;C# (.NET 8.0);CE;;0;0
129120240;2024-12-05 11:27:36;D. Ремонт путей;member184;C# (.NET 8.0);CE;;0;0
129120236;2024-12-05 11:27:34;B. Тележка;member111;PascalABC.NET 3.9.0;CE;;0;0
129120233;2024-12-05 11:27:33;A. Пути;member171;Python 3.12.3;IG1;0;0;0
129120220;2024-12-05 11:27:29;С. Название маршрута;member163;C# (.NET 8.0);CE;;0;0
129120217;2024-12-05 11:27:28;A. Пути;member156;Python 3.12.3;CE;;0;0
129120207;2024-12-05 11:27:24;B. Тележка;member102;Python 3.12.3;IG1;4;35;4.4
129120202;2024-12-05 11:27:23;B. Тележка;member14;C# (.NET 8.0);CE;;0;0
129120199;2024-12-05 11:27:22;B. Тележка;member9;C# (.NET 8.0);CE;;0;0
129120198;2024-12-05 11:27:22;D. Ремонт путей;member35;C# (.NET 8.0);CE;;0;0
129120196;2024-12-05 11:27:22;С. Название маршрута;member184;C# (.NET 8.0);CE;;0;0
129120193;2024-12-05 11:27:19;D. Ремонт путей;member22;C# (.NET 8.0);CE;;0;0
129120155;2024-12-05 11:27:08;B. Тележка;member130;Python 3.12.3;CE;;0;0
129120144;2024-12-05 11:27:04;B. Тележка;member14;C# (.NET 8.0);CE;;0;0
129120143;2024-12-05 11:27:04;D. Ремонт путей;member34;C# (.NET 8.0);CE;;0;0
129120141;2024-12-05 11:27:04;B. Тележка;member112;Python 3.12.3;IG1;45;35;4.4
129120112;2024-12-05 11:26:52;B. Тележка;member111;Python 3.12.3;WA1;0;0;0
129120094;2024-12-05 11:26:46;B. Тележка;member18;C# (.NET 8.0);CE;;0;0
129120088;2024-12-05 11:26:43;B. Тележка;member59;Python 3.12.3;WA2;16;36;4.4
129120086;2024-12-05 11:26:42;B. Тележка;member154;Python 3.12.3;IG1;4;35;4.4
129120079;2024-12-05 11:26:39;С. Название маршрута;member20;C# (.NET 8.0);CE;;0;0
129120071;2024-12-05 11:26:37;D. Ремонт путей;member34;C# (.NET 8.0);CE;;0;0
129120065;2024-12-05 11:26:35;A. Пути;member113;Python 3.12.3;CE;;0;0
129120064;2024-12-05 11:26:35;E. Электричка;member61;C# (.NET 8.0);CE;;0;0
129120060;2024-12-05 11:26:33;D. Ремонт путей;member50;PascalABC.NET 3.9.0;CE;;0;0
129120058;2024-12-05 11:26:32;B. Тележка;member139;Python 3.12.3;IG1;4;35;4.4
129120057;2024-12-05 11:26:32;B. Тележка;member154;Python 3.12.3;IG1;4;35;4.4
129120037;2024-12-05 11:26:24;С. Название маршрута;member166;C# (.NET 8.0);CE;;0;0
129120023;2024-12-05 11:26:19;B. Тележка;member131;Python 3.12.3;IG1;2;35;4.4
129120017;2024-12-05 11:26:16;B. Тележка;member127;Python 3.12.3;IG1;4;35;4.4
129120005;2024-12-05 11:26:11;С. Название маршрута;member35;C# (.NET 8.0);CE;;0;0
129120004;2024-12-05 11:26:10;E. Электричка;member56;C# (.NET 8.0);CE;;0;0
129120000;2024-12-05 11:26:10;A. Пути;member104;Python 3.12.3;IG2;26;35;4.3
129119990;2024-12-05 11:26:06;С. Название маршрута;member195;C# (.NET 8.0);CE;;0;0
129119985;2024-12-05 11:26:04;A. Пути;member64;C# (.NET 8.0);CE;;0;0
129119980;2024-12-05 11:26:02;B. Тележка;member10;Python 3.12.3;WA1;0;0;0
129119968;2024-12-05 11:25:57;С. Название маршрута;member1;Python 3.12.3;WA1;0;0;0
129119943;2024-12-05 11:25:48;A. Пути;member139;Python 3.12.3;IG1;0;0;0
